纳税人信用等级,社会信用代码,主管税务机关名称,生成时间,纳税人识别号,纳税人名称
A,91110108102102622A,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,91110108102102622A,慧聪商情广告（北京）有限公司
A,91110108717718028J,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,91110108717718028J,北京曙光物业管理有限公司
A,911101087839947097,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,911101087839947097,北京北语留学服务中心有限公司
A,91110108691696851A,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,91110108691696851A,北京太能沃可网络科技股份有限公司
A,91110108700135571B,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110108700135571B,北京天脉通达建设有限公司
A,911101087642182617,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,911101087642182617,北京谱华之光财务顾问有限公司
A,91110228MA00AHYD0E,国家税务总局北京市密云区税务局,5/4/2025 18:31:18,91110228MA00AHYD0E,中电正控（北京）电气有限公司
A,9111011559386003X9,国家税务总局北京市大兴区税务局,5/4/2025 18:31:18,9111011559386003X9,北京青云龙腾农业科技有限公司
A,91110000633795210K,国家税务总局北京市丰台区税务局,5/4/2025 18:31:18,91110000633795210K,北京云星宇交通科技股份有限公司
A,91110109753314442F,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109753314442F,北京演盛国际文化发展有限公司
A,91110106074192340D,国家税务总局北京市丰台区税务局,5/4/2025 18:31:18,91110106074192340D,北京盛达天成科技有限公司
A,911101026336884071,国家税务总局北京市西城区税务局,5/4/2025 18:31:18,911101026336884071,北京市阜昌典当行有限责任公司
A,911101150514097113,国家税务总局北京市大兴区税务局,5/4/2025 18:31:18,911101150514097113,北京均大制药有限公司
A,91110106678215902Q,国家税务总局北京市房山区税务局,5/4/2025 18:31:18,91110106678215902Q,北京金联融财务咨询有限责任公司
A,911100006963829152,国家税务总局北京市丰台区税务局,5/4/2025 18:31:18,911100006963829152,北京海宏伟业旧机动车经纪有限公司
A,91110105059292570T,国家税务总局北京市朝阳区税务局,5/4/2025 18:31:18,91110105059292570T,北京江山锦绣文化传播有限公司
A,91110112MA0195LM43,国家税务总局北京市通州区税务局,5/4/2025 18:31:18,91110112MA0195LM43,北京万酒网科技有限公司
A,91110112MA01961D6C,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110112MA01961D6C,北京鸿远通达市政工程有限公司
A,91110112MA0196A150,国家税务总局北京市通州区税务局,5/4/2025 18:31:18,91110112MA0196A150,京鸿润达（北京）科技有限公司
A,91110112MA0196A90Q,国家税务总局北京经济技术开发区税务局,5/4/2025 18:31:18,91110112MA0196A90Q,北京康龙汽车服务有限公司
A,91110112MA01979J9F,国家税务总局北京市通州区税务局,5/4/2025 18:31:18,91110112MA01979J9F,北京壹帆智诚商贸有限公司
A,91110112MA0197KR40,国家税务总局北京市通州区税务局,5/4/2025 18:31:18,91110112MA0197KR40,北京威景亚创文化传播有限公司
A,91110112MA01988P4N,国家税务总局北京市通州区税务局,5/4/2025 18:31:18,91110112MA01988P4N,北京沙鸥科技发展有限公司
A,91110112MA0198A88Y,国家税务总局北京市通州区税务局,5/4/2025 18:31:18,91110112MA0198A88Y,北京月亮嘉园建筑装饰有限公司
A,91110112MA0198NL7C,国家税务总局北京市顺义区税务局,5/4/2025 18:31:18,91110112MA0198NL7C,东岳恒泰（北京）贸易有限公司
A,91110112MA0198QD0T,国家税务总局北京市通州区税务局,5/4/2025 18:31:18,91110112MA0198QD0T,北京晨曦初露商贸有限公司
A,91110112MA0198U42Q,国家税务总局北京市通州区税务局,5/4/2025 18:31:18,91110112MA0198U42Q,月山（北京）建筑设计咨询有限公司
A,91110112MA01995A5J,国家税务总局北京市通州区税务局,5/4/2025 18:31:18,91110112MA01995A5J,北京博大腾飞科技有限公司
A,91110112MA01995F6T,国家税务总局北京市通州区税务局,5/4/2025 18:31:18,91110112MA01995F6T,北京红点光禾环保科技有限公司
A,91110112MA01997C4W,国家税务总局北京市通州区税务局,5/4/2025 18:31:18,91110112MA01997C4W,北京懿德宝华商贸有限公司
A,91110114MA00H9RKX0,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114MA00H9RKX0,北京三曼陀商贸有限公司
A,91110114MA00HAC039,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114MA00HAC039,北京慕明医疗管理顾问有限公司
A,91110114MA00HCF163,国家税务总局北京市东城区税务局,5/4/2025 18:31:18,91110114MA00HCF163,北京中泰睿星科技有限公司
A,91110114MA00HD646A,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114MA00HD646A,北京中泽鸿创科技有限公司
A,91110114MA00HDMT2R,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114MA00HDMT2R,北京奥杰门窗有限公司
A,91110114MA00HDR668,国家税务总局北京市房山区税务局,5/4/2025 18:31:18,91110114MA00HDR668,北京信安诺德科技有限公司
A,91110114MA00HEUC74,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114MA00HEUC74,北京阳光睿行商务管理服务有限公司
A,91110114MA00HFRK64,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114MA00HFRK64,隆杰信驰（北京）泥浆科技有限公司
A,91110114MA0176U464,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114MA0176U464,北京安畅汽车租赁有限公司
A,91110114MA01772C6M,国家税务总局北京市房山区税务局,5/4/2025 18:31:18,91110114MA01772C6M,北京恒丰益盛商贸有限公司
A,91110114MA01772T51,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114MA01772T51,宁波玩品汇商贸发展有限公司北京昌平第二分公司
A,91110114MA01777W13,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114MA01777W13,天使妇儿（北京）基因检测技术有限公司
A,91110114MA01779B20,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114MA01779B20,北京鑫琴商贸有限公司
A,91110114MA0177B21Y,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114MA0177B21Y,北京裕贵伟航商贸有限公司
A,91110114MA0177L17K,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114MA0177L17K,北京侃谱餐饮管理有限公司
A,91110114MA0177TMXE,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114MA0177TMXE,北京梓桐事达商贸有限公司
A,91110114MA01C2DL3M,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114MA01C2DL3M,北京长空天润科技有限公司
A,91110114MA01C30873,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114MA01C30873,北京舞璨文化发展有限公司
A,91110114MA01C3FX7X,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114MA01C3FX7X,北京福奥达汽车服务有限公司
A,91110114MA01C3RU9T,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114MA01C3RU9T,北京安可特科技有限公司
A,91110114MA01C3U61P,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114MA01C3U61P,北京金宇视通科技有限公司
A,91110114MA01C3XQ4Y,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,91110114MA01C3XQ4Y,北京谦高科技有限公司
A,91110114MA01C44G0K,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114MA01C44G0K,东方宏森（北京）装饰工程有限公司
A,91110114MA01C45F94,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114MA01C45F94,北京坚铄科技发展有限公司
A,91110114MA01C51385,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114MA01C51385,北京新光通明科技有限公司
A,91110114MA01C5WW2M,国家税务总局北京市大兴区税务局,5/4/2025 18:31:18,91110114MA01C5WW2M,北京乐厚德生态科技有限公司
A,91110114MA01C66U32,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114MA01C66U32,北京浩德恒远科技有限公司
A,91110114MA01C6958U,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114MA01C6958U,北京奇远农业科技有限公司
A,91110114MA01C6FM55,国家税务总局北京市丰台区税务局,5/4/2025 18:31:18,91110114MA01C6FM55,北京华迈物云科技有限公司
A,91110114MA01C7P1XF,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114MA01C7P1XF,北京京电华创电力工程有限公司
A,91110114MA01C7U97A,国家税务总局北京市朝阳区税务局,5/4/2025 18:31:18,91110114MA01C7U97A,北京优联融汇食品有限公司
A,91110114MA01C89U81,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114MA01C89U81,北京飞象福星科技有限公司
A,91110114MA01C8CT94,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114MA01C8CT94,北京金鼎得网络科技有限公司
A,91110114MA01C97G32,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114MA01C97G32,北京第一天物业管理有限公司
A,91110114MA01C9EFX9,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114MA01C9EFX9,北京中兴京盛建设工程有限公司
A,91110114MA01CA5C0G,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114MA01CA5C0G,北京永明环保科技有限公司
A,91110114MA01CAM78Y,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114MA01CAM78Y,中亿易恒（北京）科技有限公司
A,91110114MA01CB7X8D,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114MA01CB7X8D,尚德广源（北京）房地产经纪有限公司
A,91110114MA01CBMDXD,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114MA01CBMDXD,北京昌居物业管理有限公司
A,91110114MA01CC2Y76,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114MA01CC2Y76,北京医林立捷科技有限公司
A,91110114MA01CCHX41,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114MA01CCHX41,中科华芯（北京）科技有限公司
A,91110114MA01CCPD19,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114MA01CCPD19,北京晟世领航国际管理咨询有限公司
A,91110114MA01HYJA62,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114MA01HYJA62,北京信德方胜建筑劳务有限公司
A,91110114MA01J12W99,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114MA01J12W99,北京中芯威世科技有限公司
A,91110114MA01J1Y277,国家税务总局北京市朝阳区税务局,5/4/2025 18:31:18,91110114MA01J1Y277,盈美特（北京）医疗科技有限公司
A,91110115MA01EL2Q7P,国家税务总局北京市大兴区税务局,5/4/2025 18:31:18,91110115MA01EL2Q7P,北京圣春暖通设备科技有限公司
A,91110115MA01ELLK9Y,国家税务总局北京经济技术开发区税务局,5/4/2025 18:31:18,91110115MA01ELLK9Y,禾时（北京）科技发展有限公司
A,91110115MA01EMDA95,国家税务总局北京市大兴区税务局,5/4/2025 18:31:18,91110115MA01EMDA95,北京晟鑫华科科技有限公司
A,91110115MA01EMYM05,国家税务总局北京市大兴区税务局,5/4/2025 18:31:18,91110115MA01EMYM05,北京阿蚂蚁科技有限公司
A,91110115MA01EN859T,国家税务总局北京经济技术开发区税务局,5/4/2025 18:31:18,91110115MA01EN859T,北京宠福星完美动物医院有限公司
A,91110115MA01ENKF7D,国家税务总局北京市大兴区税务局,5/4/2025 18:31:18,91110115MA01ENKF7D,北京达坊科技发展有限公司
A,91110115MA01EPGL6M,国家税务总局北京市大兴区税务局,5/4/2025 18:31:18,91110115MA01EPGL6M,北京木米十文化咨询有限公司
A,91110115MA01EPPF42,国家税务总局北京经济技术开发区税务局,5/4/2025 18:31:18,91110115MA01EPPF42,北京亦创空间商务服务有限公司
A,91110115MA01EPPP6G,国家税务总局北京市大兴区税务局,5/4/2025 18:31:18,91110115MA01EPPP6G,北京育之英医疗科技有限公司
A,91110115MA01EPTC53,国家税务总局北京市丰台区税务局,5/4/2025 18:31:18,91110115MA01EPTC53,北京鸿浩凌云食品有限公司
A,91110115MA01EPTJ20,国家税务总局北京市大兴区税务局,5/4/2025 18:31:18,91110115MA01EPTJ20,北京警康安防科技有限公司
A,91110115MA01EQ8498,国家税务总局北京市东城区税务局,5/4/2025 18:31:18,91110115MA01EQ8498,北京正祥瑞文化发展有限公司
A,91110115MA01EQK37F,国家税务总局北京市朝阳区税务局,5/4/2025 18:31:18,91110115MA01EQK37F,北京明润万家物业管理有限公司
A,91110115MA01EQKE7T,国家税务总局北京市大兴区税务局,5/4/2025 18:31:18,91110115MA01EQKE7T,北京灵泊贸易有限公司
A,91110115MA01ER032B,国家税务总局北京市大兴区税务局,5/4/2025 18:31:18,91110115MA01ER032B,北京迈拓双联新材料科技有限公司
A,91110115MA01ER7K60,国家税务总局北京市大兴区税务局,5/4/2025 18:31:18,91110115MA01ER7K60,北京圣杰致新食品有限公司
A,91110115MA01ERH065,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110115MA01ERH065,北京智赢惠众医疗科技有限公司
A,91110115MA01ERUJ4A,国家税务总局北京市大兴区税务局,5/4/2025 18:31:18,91110115MA01ERUJ4A,康格鲁（北京）国际货运代理有限公司
A,91110115MA01M1GL4N,国家税务总局北京市大兴区税务局,5/4/2025 18:31:18,91110115MA01M1GL4N,北京万康安物业管理有限公司
A,91110115MA01M2GL77,国家税务总局北京市大兴区税务局,5/4/2025 18:31:18,91110115MA01M2GL77,北京中浩天宇集装箱有限公司
A,91110115MA01M3WXX0,国家税务总局北京市大兴区税务局,5/4/2025 18:31:18,91110115MA01M3WXX0,北京中联精创科技有限公司
A,91110111MA01BUCW89,国家税务总局北京经济技术开发区税务局,5/4/2025 18:31:18,91110111MA01BUCW89,北京羽喆安全科技有限公司
A,91110111MA01BWDM8Y,国家税务总局北京市房山区税务局,5/4/2025 18:31:18,91110111MA01BWDM8Y,北京大山拜尔生物科技有限公司
A,91110111MA01BWXN3B,国家税务总局北京市房山区税务局,5/4/2025 18:31:18,91110111MA01BWXN3B,北京信蚁科技有限公司
A,91110111MA01FDGT4B,国家税务总局北京经济技术开发区税务局,5/4/2025 18:31:18,91110111MA01FDGT4B,北京优云优客信息技术有限公司
A,91110111MA01FDTU58,国家税务总局北京市房山区税务局,5/4/2025 18:31:18,91110111MA01FDTU58,北京华通佳创科技有限公司
A,91110111MA01FE1N23,国家税务总局北京市房山区税务局,5/4/2025 18:31:18,91110111MA01FE1N23,北京普仁智能科技有限公司
A,91110111MA01FEFF6P,国家税务总局北京市房山区税务局,5/4/2025 18:31:18,91110111MA01FEFF6P,北京北河明飞百货有限公司
A,91110111MA01FEG34T,国家税务总局北京市房山区税务局,5/4/2025 18:31:18,91110111MA01FEG34T,北京酶知源生物科技有限公司
A,91110111MA01FEG853,国家税务总局北京市房山区税务局,5/4/2025 18:31:18,91110111MA01FEG853,北京顺磊昌建筑劳务有限公司
A,91110111MA01FELE63,国家税务总局北京市房山区税务局,5/4/2025 18:31:18,91110111MA01FELE63,北京邦太保洁服务有限公司
A,91110111MA01FELH0K,国家税务总局北京市房山区税务局,5/4/2025 18:31:18,91110111MA01FELH0K,北京鼎制建筑劳务有限公司
A,91110111MA01FF3A16,国家税务总局北京市房山区税务局,5/4/2025 18:31:18,91110111MA01FF3A16,北京沐禾医疗器械有限公司
A,91110111MA01FFBL21,国家税务总局北京市房山区税务局,5/4/2025 18:31:18,91110111MA01FFBL21,北京莱德生物科技有限公司
A,91110111MA01FFG02Q,国家税务总局北京市房山区税务局,5/4/2025 18:31:18,91110111MA01FFG02Q,北京兴惠汽车租赁有限公司
A,91110111MA01FFJ44E,国家税务总局北京市房山区税务局,5/4/2025 18:31:18,91110111MA01FFJ44E,北京瑞灵新胜商贸有限公司
A,91110111MA01FFQ57T,国家税务总局北京市房山区税务局,5/4/2025 18:31:18,91110111MA01FFQ57T,北京智创嘉策企业管理咨询有限责任公司
A,91110111MA01FG185C,国家税务总局北京市房山区税务局,5/4/2025 18:31:18,91110111MA01FG185C,北京汇数智通信息科技有限责任公司
A,91110111MA01FG5K9T,国家税务总局北京市房山区税务局,5/4/2025 18:31:18,91110111MA01FG5K9T,北京乐享智远科技有限公司
A,91110111MA01FGHD8M,国家税务总局北京市朝阳区税务局,5/4/2025 18:31:18,91110111MA01FGHD8M,北京君达科安科技有限公司
A,91110111MA01FGJ394,国家税务总局北京市石景山区税务局,5/4/2025 18:31:18,91110111MA01FGJ394,北京恒源芯电子科技有限公司
A,91110105661585931T,国家税务总局北京市朝阳区税务局,5/4/2025 18:31:18,91110105661585931T,北京力元泰电梯有限公司
A,911101056615861250,国家税务总局北京市朝阳区税务局,5/4/2025 18:31:18,911101056615861250,北京中际慧通科技有限公司
A,91110105661586440K,国家税务总局北京市通州区税务局,5/4/2025 18:31:18,91110105661586440K,北京市京客网科技有限公司
A,91110105661587793A,国家税务总局北京市朝阳区税务局,5/4/2025 18:31:18,91110105661587793A,北京红义联行经贸有限公司
A,91110105661589043U,国家税务总局北京市朝阳区税务局,5/4/2025 18:31:18,91110105661589043U,飘飘人数字科技（北京）有限公司
A,91110105661591020E,国家税务总局北京市朝阳区税务局,5/4/2025 18:31:18,91110105661591020E,北京御鼎盛源商贸有限公司
A,911101056615917683,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,911101056615917683,北京蓝海易通咨询有限公司
A,91110105569483721K,国家税务总局北京市朝阳区税务局,5/4/2025 18:31:18,91110105569483721K,北京先进昊维化工产品有限公司
A,91110105569484118D,国家税务总局北京经济技术开发区税务局,5/4/2025 18:31:18,91110105569484118D,米兰克拉克自动化设备（北京）有限公司
A,91110105569484513L,国家税务总局北京市朝阳区税务局,5/4/2025 18:31:18,91110105569484513L,北京卡梅里诺服装有限公司
A,91110105569487706X,国家税务总局北京市朝阳区税务局,5/4/2025 18:31:18,91110105569487706X,北京泰和通达商贸有限公司
A,91110105569487730E,国家税务总局北京市顺义区税务局,5/4/2025 18:31:18,91110105569487730E,吉作即作（北京）文化发展有限公司
A,91110105569487853F,国家税务总局北京市朝阳区税务局,5/4/2025 18:31:18,91110105569487853F,北京薇薇秀颜美容信息咨询有限公司
A,911101055694889604,国家税务总局北京市朝阳区税务局,5/4/2025 18:31:18,911101055694889604,北京环科石化工程技术有限公司
A,911101055694897600,国家税务总局北京市朝阳区税务局,5/4/2025 18:31:18,911101055694897600,北京紫藤飘香食品商贸有限公司
A,91110105569490841D,国家税务总局北京市朝阳区税务局,5/4/2025 18:31:18,91110105569490841D,北京优桥商务咨询有限公司
A,911101055694926284,国家税务总局北京经济技术开发区税务局,5/4/2025 18:31:18,911101055694926284,北京梦威斯国际贸易有限公司
A,911101055694928634,国家税务总局北京市朝阳区税务局,5/4/2025 18:31:18,911101055694928634,北京市京通恒盛经贸有限责任公司
A,91110105569493014U,国家税务总局北京市顺义区税务局,5/4/2025 18:31:18,91110105569493014U,发康国际贸易（北京）有限公司
A,911101055694935917,国家税务总局北京市朝阳区税务局,5/4/2025 18:31:18,911101055694935917,鹏润国际大酒店有限公司
A,91110105569493989M,国家税务总局北京市朝阳区税务局,5/4/2025 18:31:18,91110105569493989M,北京鑫泰博延医学科技发展有限公司
A,911101055694940257,国家税务总局北京市朝阳区税务局,5/4/2025 18:31:18,911101055694940257,恒瑞新创（北京）科技有限公司
A,911101055694940332,国家税务总局北京市朝阳区税务局,5/4/2025 18:31:18,911101055694940332,北京帮仁餐饮管理有限公司
A,91110105569495319T,国家税务总局北京市朝阳区税务局,5/4/2025 18:31:18,91110105569495319T,北京龙立东方投资股份有限公司
A,9111010556949683XE,国家税务总局北京市朝阳区税务局,5/4/2025 18:31:18,9111010556949683XE,北京亿家通科技有限公司
A,91110105569497373W,国家税务总局北京市朝阳区税务局,5/4/2025 18:31:18,91110105569497373W,北京世纪幸福之家家居装饰建材商城有限公司
A,91110108757720739L,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,91110108757720739L,华尊融资担保有限公司
A,9111010874750838X4,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,9111010874750838X4,北京大洋信通科技有限公司
A,91110108799985911H,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,91110108799985911H,北京健坤伟华新能源科技有限公司
A,91110102799987239C,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,91110102799987239C,北京易天泰投资管理有限责任公司
A,91110108777650264L,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110108777650264L,天根生化科技（北京）有限公司
A,91110108777650301T,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,91110108777650301T,银河联动信息技术（北京）有限公司
A,911101088021014012,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,911101088021014012,北京京西颐园饭店有限公司
A,91110108756045970K,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,91110108756045970K,北京麒麟雅苑餐饮有限公司
A,911101087552786093,国家税务总局北京市丰台区税务局,5/4/2025 18:31:18,911101087552786093,北京金城恒泰科技有限公司
A,91110108745487634A,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,91110108745487634A,北京中高海普生物科技有限公司
A,911101087596026801,国家税务总局北京市通州区税务局,5/4/2025 18:31:18,911101087596026801,北京伟昊时代科技有限公司
A,911101081019071384,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,911101081019071384,北京金海翔建筑工程有限责任公司
A,91110108730537424Q,国家税务总局北京市丰台区税务局,5/4/2025 18:31:18,91110108730537424Q,中科华信（北京）工程咨询有限公司
A,9111010868762955XJ,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,9111010868762955XJ,北京赛尔广告有限公司
A,91110106757707147K,国家税务总局北京市丰台区税务局,5/4/2025 18:31:18,91110106757707147K,极速锋尚（北京）国际文化传播有限公司
A,91110108781722689K,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,91110108781722689K,北京安达信通系统集成有限公司
A,911101087809524663,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,911101087809524663,央视后勤服务发展（北京）有限责任公司
A,91110108765523719Q,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,91110108765523719Q,北京通软科技有限公司
A,91110105575152355F,国家税务总局北京市朝阳区税务局,5/4/2025 18:31:18,91110105575152355F,政投银投资咨询（北京）有限公司
A,91110105101631506A,国家税务总局北京市朝阳区税务局,5/4/2025 18:31:18,91110105101631506A,北京市朝阳区铁京辆消防设备经销部
A,91110105600039195N,国家税务总局北京市朝阳区税务局,5/4/2025 18:31:18,91110105600039195N,北京优耐燃气仪表有限公司
A,91110000633781871A,国家税务总局北京市朝阳区税务局,5/4/2025 18:31:18,91110000633781871A,北京朝光汽车修理厂有限公司
A,91110102675748383F,国家税务总局北京市通州区税务局,5/4/2025 18:31:18,91110102675748383F,北京靓丽佳保洁服务有限公司
A,91110106742629772K,国家税务总局北京市丰台区税务局,5/4/2025 18:31:18,91110106742629772K,北京南风欧芬爱尔日用化学品有限责任公司
A,911101060613060039,国家税务总局北京市丰台区税务局,5/4/2025 18:31:18,911101060613060039,中航兴（北京）机电安装工程有限公司
A,91110106665643377U,国家税务总局北京市丰台区税务局,5/4/2025 18:31:18,91110106665643377U,北京巴旅天翔旅行社
A,91110106802217287A,国家税务总局北京市丰台区税务局,5/4/2025 18:31:18,91110106802217287A,北京伊麦特科技有限公司
A,91110106769350923T,国家税务总局北京市丰台区税务局,5/4/2025 18:31:18,91110106769350923T,北京SOIL仪器有限公司
A,9111010675131799XJ,国家税务总局北京市丰台区税务局,5/4/2025 18:31:18,9111010675131799XJ,北京瀚铭科技发展有限公司
A,911101060513970601,国家税务总局北京市丰台区税务局,5/4/2025 18:31:18,911101060513970601,北京威尔新兴物流有限公司
A,911101068022058762,国家税务总局北京市丰台区税务局,5/4/2025 18:31:18,911101068022058762,北京合欣园机电科技开发有限责任公司
A,91110101681969799G,国家税务总局北京市东城区税务局,5/4/2025 18:31:18,91110101681969799G,北京火凤凰餐饮管理有限公司
A,91110101567476886N,国家税务总局北京市东城区税务局,5/4/2025 18:31:18,91110101567476886N,华锦盛元国际货运代理（北京）有限公司
A,91110101790666068C,国家税务总局北京市东城区税务局,5/4/2025 18:31:18,91110101790666068C,北京嘉羽运通国际货运代理有限公司
A,911101025620623692,国家税务总局北京市西城区税务局,5/4/2025 18:31:18,911101025620623692,北京华通三可节能评估有限公司
A,91110102673801734Q,国家税务总局北京市西城区税务局,5/4/2025 18:31:18,91110102673801734Q,北京微科思微尔毕科技有限责任公司
A,911101027675454289,国家税务总局北京市通州区税务局,5/4/2025 18:31:18,911101027675454289,北京卓远领航教育咨询有限公司
A,9111010566690900XK,国家税务总局北京市朝阳区税务局,5/4/2025 18:31:18,9111010566690900XK,富事高咨询（北京）有限公司
A,91110105693201912U,国家税务总局北京市朝阳区税务局,5/4/2025 18:31:18,91110105693201912U,西门子房地产经营管理（北京）有限公司
A,911101067855274504,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,911101067855274504,北京一维大成科技有限公司
A,91110106666911302D,国家税务总局北京市丰台区税务局,5/4/2025 18:31:18,91110106666911302D,北京七维健康科技股份公司
A,911101085877121613,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,911101085877121613,北京乾源典当有限公司
A,91110108764244646M,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110108764244646M,北京大衍致用旅游规划设计院
A,91110108565807581A,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,91110108565807581A,北京三开科技股份有限公司
A,91110112774080948L,国家税务总局北京市通州区税务局,5/4/2025 18:31:18,91110112774080948L,北京东方晔林房地产经纪有限公司
A,911101127725662665,国家税务总局北京市通州区税务局,5/4/2025 18:31:18,911101127725662665,北京小护士纺织科技有限公司
A,91110112599675564U,国家税务总局北京市通州区税务局,5/4/2025 18:31:18,91110112599675564U,北京拓迈迩金属制品有限公司
A,911101127376908431,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,911101127376908431,北京倍通普达国际贸易有限公司
A,91110102671733280U,国家税务总局北京市西城区税务局,5/4/2025 18:31:18,91110102671733280U,北京晟德智业文化传播有限公司
A,911101086605473007,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,911101086605473007,北京王氏济生中医医学研究中心
A,91110108675093129P,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,91110108675093129P,清投智能（北京）科技有限公司
A,91110108571271568J,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,91110108571271568J,北京乾坤欣业科技有限公司
A,91110108600480941X,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,91110108600480941X,北京中设认证服务有限公司
A,91110112675087511J,国家税务总局北京市通州区税务局,5/4/2025 18:31:18,91110112675087511J,北京赛瑞迪普空间设计有限公司
A,911101017967338824,国家税务总局北京市东城区税务局,5/4/2025 18:31:18,911101017967338824,银钻（北京）投资顾问有限公司
A,911101080627700270,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,911101080627700270,北京胜辉缘达网络科技有限公司
A,91110108596030824T,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,91110108596030824T,北京秦达嘉兴科技有限公司
A,911101051018600340,国家税务总局北京市朝阳区税务局,5/4/2025 18:31:18,911101051018600340,北京市博亮木业有限公司
A,911101110765751694,国家税务总局北京市房山区税务局,5/4/2025 18:31:18,911101110765751694,北京诚德益医药科技有限公司
A,91110106MA002PBE00,国家税务总局北京市丰台区税务局,5/4/2025 18:31:18,91110106MA002PBE00,北京金合盛商贸有限公司
A,91110117582518255C,国家税务总局北京市平谷区税务局,5/4/2025 18:31:18,91110117582518255C,诺伊环保设备制造（北京）有限公司
A,91110115681233394Y,国家税务总局北京市大兴区税务局,5/4/2025 18:31:18,91110115681233394Y,北京高科兴业汽车腻子制造有限公司
A,911101125752314757,国家税务总局北京市通州区税务局,5/4/2025 18:31:18,911101125752314757,北京瑞康物业服务有限公司
